image_link,name,price,product_link
https://i.ebayimg.com/thumbs/images/g/QWgAAOSw1bFes0uw/s-l225.jpg,"New Listing 2017 Apple 13"" MacBook Pro ""Retina"" 2.3GHz i5/8GB/256GB Flash MPXQ2LL/A","IDR11,925,373.13",https://www.ebay.com/itm/2017-Apple-13-MacBook-Pro-Retina-2-3GHz-i5-8GB-256GB-Flash-MPXQ2LL-A/362988273318?hash=item5483c97ea6:g:QWgAAOSw1bFes0uw
https://i.ebayimg.com/thumbs/images/g/H84AAOSw51xeqvog/s-l225.jpg,"Apple MacBook Pro 13"" i7 2.9Ghz","IDR5,298,507.46",https://www.ebay.com/itm/Apple-MacBook-Pro-13-i7-2-9Ghz/274352358918?hash=item3fe0acc606:g:H84AAOSw51xeqvog
https://i.ebayimg.com/thumbs/images/g/9HwAAOSw3-9cT2k6/s-l225.jpg,"Apple 2015 MacBook Pro 13"" Retina / 2.9Ghz i5 / 16GB / 256GB SSD Warranty","IDR8,925,373.13",https://www.ebay.com/itm/Apple-2015-MacBook-Pro-13-Retina-2-9Ghz-i5-16GB-256GB-SSD-Warranty/233563815278?epid=216443224&_trkparms=ispr%3D1&hash=item36617cfd6e:g:9HwAAOSw3-9cT2k6&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKprB7XQ6kzQrRwmk40BQLKBnOGfCGNQhvpzzDzVhmiur8IbDoSGa5QpQNF2n1VjhiJXKDS1b5VpoSglZwo6xHHfq%2Bh8rU3z09QVXHjPA3BkpcZdefENVRS4dDxnG2GzecU56dOxMedV4O11LxmlHTkAKe4Gfxs%2Fydm8doKk3sKsPf5DJY8NwrYLC%2FUIky1S11mWCnV23mek9DNvD%2FwLPRUpWp9JGid4rpHZHGRRZSL0D0vBQWV8TvqKlqAo3qtfDS%2FIqksP1xnssQwk2EjvNxAH1ORGzoSws7XQsNb4aFTxXnY8mHbHar11WqJkZTKJ%2FH1QsjIesrt2bU0%2F%2BZonwPlNQimc597KsaabPzxAfZ9wvBLmANpU3rhgQINfdo9j9R4cvm9AIJgXkK2HqHwS%2BkgAQ9wwbP4lehNCbcOgZay6pEiDU1TJhr3fWm0xB7BrHMP2p4LztmSsvgm2rTNixpEljAnMZfry21Ukd2ieAlVPvBIG0y8IvD%2FNvWaqBnkbwf%2F9QgPYuWzT84ELq%2F2lkcy3awZup2sVgECJOVbXlQp%2F6Iguo1JZ1%2FLFzH6tOhCW3I89Lw6vpP4qIFP2PjNifzbsMVC%2Fy9NnymtE2kcQT%2BU0LCFE3NSBVNoqIKrhFfHA%2Fd7%2BulMrGdx4quu3keyjY3SYAyBTUBwVk94kxG3W%2Bem710srADBM9n%2FlBQnZ0WAJypsKeAZp%2FBJfEQ1oby27WO7yCeMT4XtBNYxv01Qwe32sRncYiE2gXktpUznxN6oqfc&checksum=2335638152788a7b58b61cdd4a2d86e50784724c7bfd
https://i.ebayimg.com/thumbs/images/g/QHMAAOSwjOVeswPc/s-l225.jpg,New Listing New MacBook Pro i5 1.4GHz With 128MB eDRAM 8GB DDR3 128GB SSD -NG0359,"IDR8,432,835.82",https://www.ebay.com/itm/New-MacBook-Pro-i5-1-4GHz-With-128MB-eDRAM-8GB-DDR3-128GB-SSD-NG0359/333592565572?epid=14032813598&hash=item4dabaa9744:g:QHMAAOSwjOVeswPc
https://i.ebayimg.com/thumbs/images/g/Nx4AAOSwzateq2j-/s-l225.jpg,"Apple MacBook Pro 16'' (512GB, Intel Core i7, 2.6 GHz, 16 GB) Laptop - Space...","IDR5,000,000.00",https://www.ebay.com/itm/Apple-MacBook-Pro-16-512GB-Intel-Core-i7-2-6-GHz-16-GB-Laptop-Space/164180925158?hash=item2639f21ae6:g:Nx4AAOSwzateq2j-
https://i.ebayimg.com/thumbs/images/g/9mYAAOSwOvZepj-f/s-l225.jpg,"Apple MacBook Pro 13"" Laptop Space GreyMPXT2LL/A (2017) 2.3GHz i5 8GB 256GB SSD","IDR8,656,716.42",https://www.ebay.com/itm/Apple-MacBook-Pro-13-Laptop-Space-GreyMPXT2LL-A-2017-2-3GHz-i5-8GB-256GB-SSD/303551780255?epid=238296338&hash=item46ad18959f:g:9mYAAOSwOvZepj-f
https://i.ebayimg.com/thumbs/images/g/Ce0AAOSwOlBesq-c/s-l225.jpg,Macbook pro 13 2017 Touch Bar 256gb 3.1 i5,"IDR10,626,865.67",https://www.ebay.com/itm/Macbook-pro-13-2017-Touch-Bar-256gb-3-1-i5/202983772653?hash=item2f42c691ed:g:Ce0AAOSwOlBesq-c
https://i.ebayimg.com/thumbs/images/g/dCsAAOSws6ResLkJ/s-l225.jpg,"Apple MacBook Pro Retina 2015 13"" Core™ i7 3.1GHz 16GB 512GB SSD Used Sparingly","IDR9,880,597.01",https://www.ebay.com/itm/Apple-MacBook-Pro-Retina-2015-13-Core-i7-3-1GHz-16GB-512GB-SSD-Used-Sparingly/193451145868?hash=item2d0a963a8c:g:dCsAAOSws6ResLkJ
https://i.ebayimg.com/thumbs/images/g/aKYAAOSwdiFdNwPo/s-l225.jpg,"Apple Macbook Pro 13"" 2017 3.5GHz i7 16GB 256GB Touch Bar warranty ","IDR29,835,820.90",https://www.ebay.com/itm/Apple-Macbook-Pro-13-2017-3-5GHz-i7-16GB-256GB-Touch-Bar-warranty/184274781935?epid=9026685734&hash=item2ae7a206ef:g:aKYAAOSwdiFdNwPo
https://i.ebayimg.com/thumbs/images/g/SmgAAOSwythesmVV/s-l225.jpg,"Apple Macbook Pro 15.4"" i7-4850HQ 2.3GHz 16GB 500GB MID-2013 A1398 ME294LL/A","IDR8,194,029.85",https://www.ebay.com/itm/Apple-Macbook-Pro-15-4-i7-4850HQ-2-3GHz-16GB-500GB-MID-2013-A1398-ME294LL-A/184281186011?hash=item2ae803bedb:g:SmgAAOSwythesmVV
https://i.ebayimg.com/thumbs/images/g/55IAAOSwdeRerajk/s-l225.jpg,"Apple MacBook Pro 9,2 (13"", Mid 2012) Intel Core i7 2.9GHz 8GB RAM 750GB SATA","IDR4,791,044.78",https://www.ebay.com/itm/Apple-MacBook-Pro-9-2-13-Mid-2012-Intel-Core-i7-2-9GHz-8GB-RAM-750GB-SATA/164182934566?hash=item263a10c426:g:55IAAOSwdeRerajk
https://i.ebayimg.com/thumbs/images/g/7lIAAOSw9jdeq68A/s-l225.jpg,"MacBook Pro Retina 13” Late 2013 - 2.4GHz i5, 4GB DDR3, 128GB SSD","IDR4,074,328.36",https://www.ebay.com/itm/MacBook-Pro-Retina-13-Late-2013-2-4GHz-i5-4GB-DDR3-128GB-SSD/114207771517?hash=item1a97504b7d:g:7lIAAOSw9jdeq68A
https://i.ebayimg.com/thumbs/images/g/o5gAAOSwAitc-p3y/s-l225.jpg,"Apple MacBook Pro Retina 13.3"" Laptop ME865LL/A i5 2.40GHz 8GB 256GB SSD 2015","IDR8,194,029.85",https://www.ebay.com/itm/Apple-MacBook-Pro-Retina-13-3-Laptop-ME865LL-A-i5-2-40GHz-8GB-256GB-SSD-2015/392310418170?hash=item5b5785eafa:g:o5gAAOSwAitc-p3y
